,ROOM TYPE>,ADMIT,AIRLOCK,ALCOVE,ANIMAL,ANTE.RM,ARCHIVE,ARMORY,AUDI,AUDI.S,AV.RM,BALANCE,BAR,BED.RM,BOOK.ST,CAGE.ST,CAGE.WA,CALLCTR,CASHIER,CHAPEL,CLASS,CLASS.S,CLEAN,CLINIC,COLD.RM,COMMON,COMPLAB,COMPTR,CONDO,CONF,CONSULT,CONTROL,COPY.RM,COURT,DANCE,DARK.RM,DECK,DET.RM,DINE.S,DINING,DRAFT,DRESS,DUBBING,EDTG.RM,ELV.LOB,EM.RM,EMP.SP,EQUIP,EXAM,EXHIBIT,FIELD,FILE.RM,FOYER,FREEZER,GAME,GARAGE,GIFT,GRN.RM,GYM,INCNTR,INFO,INST.RM,INTVIEW,JC,KIOSK,KIT.S,KITCHEN,LAB,LAB.OFF,LAB.S,LAUNDRY,LIB.S,LIBRARY,LIV.RM,LOAD.DK,LOBBY,LOCKER,LOUNGE,MAIL.RM,MORGUE,MUSEUM,OBSERV,OFFICE,OM*BOIL,OM*CHIL,OM*COM,OM*CORR,OM*ELEC,OM*ELEV,OM*EQ,OM*FAN,OM*FURN,OM*JC,OM*LOB,OM*MACH,OM*MECH,OM*RR,OM*STAI,OM*STO,OM*TELE,OM*VEST,ON.CALL,OR,PANTRY,PATIENT,PHARM,POOL,PORCH,PRACT,PREP.RM,PRIV.RM,PRNT.RM,PROC.RM,PROJECT,QUAR.RM,READ,REC.RM,RECEIVE,RECEP,RECORDS,RECOVER,RESI,RETAIL,RR,SAUNA,SCREEN,SCRUB,SEATS,SEMI,SHOP,SHOWER,SNACK,SOUND,STACK,STAGE,STATION,STERILE,STO,STOCK,STUDIO,STUDY,SUITE,SUPPLY,SURGERY,TAPING,TELE,TEST.RM,THEATER,THERAPY,TICKET,TOOL.RM,TRAIN,TRASH,TRASH.R,TREAT,TUTOR,UTILITY,VAULT,VENDING,VEST,VIDEO,VIVARIA,WAIT.RM,WARM.RM,WEIGHT,WORK.RM,XRAY,Grand Total
320,TGF,,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,727.0,6411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,,,,,1505.0,,,,127.0,,,,,,,,,,564.0,189.0,,97.0,,,,,,,,,,,,,,,,,,,1869.0,,,,,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14249.0
321,THH,,,,,,,,10956.0,115.0,,,,,,,,,,,8114.0,52.0,,,,,724.0,250.0,,2067.0,,94.0,54.0,,,,,,,,,,,,,,,148.0,,,,65.0,,,,,,,,,,,,,,,452.0,,,,,,676.0,,,,,599.0,155.0,,,,26431.0,578.0,,,,726.0,,,,,427.0,,237.0,6424.0,2325.0,,184.0,654.0,79.0,,,,,,,,,,,,,,,,,,2933.0,,,,,,,,,,6879.0,,,,,,,,,398.0,,508.0,363.0,,,,,,,,,,,271.0,,,,,,,,508.0,,,343.0,,,3119.0,,77908.0
322,THR,,,,,,,,,,,,,4207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.0,,,,,,,4557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,,,,,,,,,,,,,,968.0,,,,,,,,,,,,,,,,,,,,,,1229.0,,,,,,,,14029.0
323,TMC,,,,,,,,981.0,,,,,,,,,,,,1369.0,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,319.0,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,5386.0,,,,4029.0,,0.0,,,,152.0,,,614.0,802.0,,,28.0,,,,97.0,,,,,,,,,,,,,,,473.0,,,,,,,,,,365.0,195.0,,,,,,,,735.0,,2141.0,,,,,,,,,,,,,,,,,,,,104.0,,,,,,75.0,,19109.0
324,TMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,320.0,,,,,476.0,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,1141.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,3730.0
325,TPA,,,,,,,,,,,,,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,609.0,,,,95.0,,,2976.0,,,,,,,,,,,,,535.0,,,,,,,,,,,78.0,,164.0,,,,,,,,,,,,,,,,,,,,,,,,762.0,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819.0
326,TRC,,,,,,,,,,,,,,,,,,,,,,,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.0
327,TRF,,,,,,,,,,,,,,,,,,,,931.0,,,,276.0,,,,,1710.0,,,,,,,,,,,,,,,,,,889.0,,,,,,,,,,,,,,156.0,,,,,455.0,10757.0,,,,,,,,,,,,,,,8110.0,,,,,,,,,,121.0,,,,657.0,458.0,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998.0,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,404.0,,,,,,1080.0,,29473.0
328,TRH,,,,,,,,,,,,,52104.0,,,,,,,,,,,,,,,,1568.0,,,,,,,,,,12384.0,,9535.0,,,,,,,,,,,697.0,,697.0,,,,0.0,,,,,,,,15109.0,,,,1105.0,,,42046.0,,3266.0,,700.0,,,,,399.0,,,,,0.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11767.0,,,,,,,,,,,,,,16496.0,,,1564.0,,,,,,,,,,,,,123.0,,,92.0,,,8773.0,,,,,,,,178499.0
329,TRO,,,,,,,,,,6.0,,,21313.0,,,,,,,,,,,,,,45.0,,756.0,,,,,,,,,,,,791.0,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,350.0,,,398.0,,,99.0,5328.0,,,,,2866.0,1992.0,,,,,,,,,22.0,,,14.0,,,,409.0,197.0,,,,,,,,,,,,,,,,,,,,,,,1377.0,38.0,,,,,,180.0,,,,,,,1910.0,1026.0,,193.0,,,,,,,,,,,,,,,,22.0,,,112.0,,,,,,80.0,,39696.0
330,TSA,,,,,,,,,,,,,10176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.0,12931.0,,,,,,,,,,,1871.0,,,,431.0,,,9178.0,,581.0,,,,,,,365.0,,,,4161.0,142.0,209.0,100.0,,,132.0,,,,,1445.0,396.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,2812.0,,,,,,,,,,,,,,2948.0,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,49548.0
331,TTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,0.0,,842.0,,,27.0,,,,251.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,,8570.0
332,TYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,220.0,,,,,,,8623.0,,,,869.0,,,,,,41.0,,,723.0,363.0,75.0,577.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,12722.0
333,UAC,,,,,,,,1663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.0,,,,,,,,,,,96.0,,284.0,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,1813.0,621.0,,,,,1365.0,,,,,571.0,,5024.0,,,64.0,,,208.0,590.0,,1166.0,128.0,,,,,,,19134.0,,,,,,,,,,,,279.0,,,,,,,,,6131.0,,,522.0,,,,,,,1403.0,,1133.0,,,,,,,,,,,,,,,,,,,,291.0,,,,,,313.0,,45311.0
334,UGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.0,,,289.0,,,,,,504.0,2002.0,,,,,,,,164.0,,,,1442.0,,68.0,,20482.0,,,,,,,,,,150.0,1371.0,,,,,,,,,731.0,,161.0,107.0,,,,18393.0,,,,,51.0,151.0,,,,42.0,,,366.0,689.0,1185.0,88.0,,,,,,,,,,,335.0,,,,,,,,,3403.0,,,,,335.0,,,,,,,,,,,,,,578.0,,,,,56.0,,,,,,,,,399.0,,,,,,,,375.0,,,,,,3987.0,,59597.0
335,UGW,,,,,,,,,,23.0,,,,,,,,,,2245.0,,,,,,1425.0,441.0,,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,176.0,,,,,,,,,101.0,210.0,,,,,10289.0,,,,,152.0,,240.0,,,40.0,,,,1103.0,,257.0,,238.0,,,,,,,,6499.0,,,,,,,,,,825.0,,,,,0.0,,,,,,462.0,,,,,,,,1270.0,,1283.0,,,,,,36.0,,,,,,,,,,,,,,0.0,,,1393.0,,,127.0,,30007.0
336,UHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,,,,,4050.0,694.0,,,,,,,,48.0,2399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426853.0
337,UHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128.0,,,,,,,,,,6510.0,,,,,,,,58.0,,,,91.0,,737.0,,,,,,,,,,8.0,,805.0,2467.0,,,,,,,,,,392.0,1877.0,,,,,977.0,,,,,171.0,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.0,,,,,,818.0,,,,,,,,3185.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,3708.0,,,,,28212.0
338,UNH,439.0,,451.0,,1161.0,,,,,,,,,,,,475.0,88.0,156.0,,,3217.0,2619.0,407.0,,,1718.0,,5893.0,416.0,2744.0,,,,,,,2004.0,5969.0,,394.0,,,,,,1511.0,1969.0,,,254.0,,479.0,,,398.0,,298.0,,102.0,,255.0,,,861.0,3308.0,9467.0,,,211.0,,194.0,,1206.0,23872.0,3756.0,6322.0,153.0,,,43.0,36756.0,4042.0,1829.0,,50538.0,7053.0,7215.0,,4649.0,,1369.0,,1857.0,26088.0,4258.0,12927.0,253.0,1806.0,1423.0,2145.0,12706.0,1745.0,69045.0,3085.0,,,,1907.0,215.0,,914.0,,,1065.0,,491.0,1209.0,225.0,1054.0,,,14705.0,,,953.0,,,1017.0,224.0,,,,,11717.0,2016.0,11158.0,5651.0,,,,4783.0,,,,104.0,,1290.0,,,381.0,,,6238.0,,6608.0,,179.0,601.0,,,4674.0,,,11543.0,5244.0,429765.0
339,UPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447.0,,,,,,,,,,2843.0
340,UPX,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,494.0,,544.0,,,,,,,,,,,,,,,,,,,,452.0,,,,265840.0,,,,,,,,,37.0,,470.0,0.0,,,,,,,,,156.0,1388.0,,,,,6132.0,,,,13968.0,1114.0,1100.0,183.0,,,51.0,2875.0,,7970.0,851.0,13395.0,1286.0,,,,,,,,,,,,,,,,,,,48561.0,,,,,,,,,,,,,,,,,,3827.0,,105061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9117.0,,484941.0
341,URA,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.0,,,,418.0,,,6359.0,,186.0,,,,,,,109.0,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10257.0
342,URC,,,,,,,,,,,,,,,,,,,2114.0,,,,,,,,,,2167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,1831.0,,,,,2496.0,,,,115.0,,,,,,155.0,,,1973.0,326.0,,,,44.0,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,172.0,,12111.0
343,URH,,,,,,,,,,,,,8865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,171.0,,,,149.0,,,607.0,,,,400.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,1095.0,,,,,,146.0,,,,,,,,328.0,,,510.0,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,12340.0
344,USH,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,4804.0,,,,,,,,,,,,,,,,,,587.0,,,,77.0,,,,,,,736.0,,,,,,,,93.0,,,,1596.0,,,64931.0,,3728.0,,,,,,,2673.0,,,,15732.0,372.0,1940.0,145.0,,,,1326.0,,188.0,585.0,4009.0,,,,,,,,,,,,,,,,,,,,,283.0,,,,,10199.0,,,,,,39.0,,,,,,,,1915.0,,,,,,,,,,,,,,,,,,,286.0,,,970.0,,,,,,738.0,,118003.0
345,UUC,,,,,,,,,,,,,,,,,,,2653.0,960.0,,,,,,,,,,,,,,,,,,,1149.0,,,,,,,,201.0,,,,238.0,,,,,,,,,,,,,,,931.0,,,,,,700.0,,,1347.0,,,,,,,4805.0,,,,,,0.0,,,,65.0,560.0,,1033.0,645.0,249.0,22.0,185.0,178.0,,,141.0,,,,,,,,,,,,,,,,,,,,25.0,,,,531.0,,,,,,,474.0,,,1647.0,,773.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4422.0,,23934.0
346,UVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.0,3179.0,6974.0,,,3437.0,,,,,,,,6811.0,106.0,,436.0,,60.0,,,,,,,,,,,,,,,,,,0.0,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,,24929.0
347,VAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2107.0
348,VBB,,,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,526.0,,,165.0,,,,,,,,,,,,,,,,,,,,,,,10110.0,,,,,,,,,,,69.0,,,,,,,,,,542.0,,,,,,2825.0,,,,,,,,,,,,,,173.0,,14.0,,,,,,,,,,,174.0,,,,,,,,,347.0,,,,,,,,,,,10742.0,10.0,,,,,,,770.0,2606.0,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,185.0,,29658.0
349,VBO,,,,,,,,,,,,,,,,,,,,,,,2354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11572.0,,13926.0
350,VBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10202.0,,10202.0
351,VES,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
352,VFS,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,,,82.0,622.0,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475.0
353,VHE,,,,,,,,,,,,,,,,,,,,1614.0,,543.0,,,,231.0,31.0,,338.0,,,,,,,,,,,,,,,,,,1703.0,,,,,,,,,,,,,,,,,,,,16820.0,,2346.0,,,266.0,,,,139.0,,,,,,8428.0,,,,10563.0,1307.0,656.0,240.0,2135.0,,485.0,,,5225.0,1193.0,4621.0,219.0,73.0,154.0,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,245.0,,,,,,,,721.0,,,,,81.0,,,,,,,,,,,,,,,,,235.0,,,,,,602.0,,61489.0
354,VHH,,,,,,,,3498.0,,,,,,,,,,,199.0,,,184.0,,,,,790.0,,1500.0,187.0,0.0,51.0,,,,,,1756.0,3205.0,,521.0,,,,1456.0,,558.0,1655.0,,,,,,,,,,2006.0,,,,,,,,2836.0,3560.0,,,253.0,,,,,1999.0,768.0,2845.0,,463.0,,74.0,11835.0,,,,,1479.0,,,,,254.0,,,13949.0,,,,337.0,,216.0,3721.0,807.0,21912.0,8739.0,,,,,,,,234.0,,,,,1170.0,1834.0,566.0,,,5782.0,,,,,,1129.0,696.0,,,,,3055.0,,5161.0,4868.0,,,,1590.0,,,,168.0,,899.0,,,,,,1845.0,,2260.0,,,1159.0,,,2618.0,,,14005.0,2646.0,145298.0
355,VIS,,,,,,,,,,,,,2333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0,,,,60.0,,,3542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8362.0
356,VPD,,,,,,,,,,,,,,,,,,,,7065.0,,,,,,1544.0,300.0,,3628.0,,238.0,,,,,,,298.0,,,,,,,,,,,,,666.0,,,,,,,,,,,2485.0,,,,335.0,513.0,,,,,,,,780.0,96.0,,,,,,28405.0,,,,,2034.0,,,,,131.0,,,2046.0,4366.0,,73.0,541.0,877.0,,,601.0,,,,,,,126.0,,,,,,,,2317.0,,,,,,,,,,,,82.0,,,,,,,225.0,,140.0,,,106.0,,,,,,,,,,,,,,,,210.0,56.0,,,,,,2522.0,,62806.0
357,VPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
358,VPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
359,WAB,,,,,,,,,,,,,,,,,,,,8850.0,,,,,,,,,1953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538.0,,13341.0
360,WAH,,,,,,,,,,,,,,,,,,,,5467.0,,,,,,,40.0,,232.0,,,144.0,,,80.0,,,,,,,,,,,,,,1674.0,,,,,,,,,,,,,,,,,279.0,1735.0,,,,,1612.0,,,,758.0,380.0,121.0,,,,8034.0,,530.0,,,206.0,,1159.0,3495.0,,61.0,,,874.0,1397.0,,,73.0,119.0,,,,,,,,,,,,,,,5979.0,,,208.0,,,,,,,,,,238.0,,,,,4252.0,,,,2232.0,,29081.0,,,126.0,,,,,,,,,,,,,,,,,1666.0,,,262.0,,,6503.0,,79017.0
361,WAL,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,769.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,443.0,,,,,,,,,,,,,,,4909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,,7690.0
362,WDH,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,333.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,1406.0
363,WES,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
364,WGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0
365,WIH,,,,,,,,,,,,,1877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,15.0,,,1014.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,112.0,,,,,,,212.0,,,60.0,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,3993.0
366,WIN,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,,,,58.0,,,2710.0,,,,,,,,,,,,,,18.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6375.0
367,WMB,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,1403.0,0.0,,,,,,,,,,,,,,,,,0.0,512.0,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,266.0,,127.0,,,,,1318.0,,,,,30.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,1102.0,,,,,,,208.0,,,,451.0,,,,,,,,,,,,91.0,,63.0,,,,,227.0,,,,,,,,,,,,,,83.0,,,0.0,,,1455.0,,,1595.0,,9326.0
368,WPH,,,,,,,,1228.0,,,,,,,,,,,,3638.0,,,,,,701.0,431.0,,2290.0,,62.0,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,59.0,,,,,,281.0,,,,,1284.0,,,,,17446.0,1876.0,,,3318.0,451.0,1296.0,893.0,,,193.0,2635.0,,4947.0,2186.0,3977.0,139.0,220.0,55.0,,,2368.0,,,,,,,,,,,,,,,2519.0,,,,,31.0,,,,,5738.0,439.0,,,,,,,,1013.0,,156.0,,,,,,,,,,,,,,,,,,,,,,,1416.0,,,3191.0,,66682.0
369,WTO,,,,,,,,,,,,,27442.0,,,,,,,,,,,,,,,,,,,,,,,,,,2579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11220.0,,,,346.0,,,17438.0,,304.0,,608.0,34.0,,,,,,,,,258.0,,362.0,,,196.0,,,998.0,,,1202.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,5479.0,,,,,,,,,,,,,,2412.0,,3563.0,,,,,,,,,,,,,,,,,,,,6100.0,,,,,,,,80916.0
370,ZHS,,,,,,,,,,15.0,,,,,,,,,,4306.0,,482.0,,380.0,,2933.0,465.0,,1435.0,,,,,,161.0,,,,,,,,,,,,1385.0,,,,,,,,,,,,,,,,,,,,25587.0,587.0,500.0,,,249.0,,,,,826.0,211.0,,,,19702.0,,633.0,,,447.0,,689.0,2625.0,,534.0,,,1216.0,2521.0,,23.0,382.0,385.0,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,1696.0,,,,,,,,122.0,4498.0,,,346.0,,22.0,,,,,,,,,652.0,,,,,,,,229.0,,,229.0,28.0,,1910.0,,83252.0
371,ZMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,323.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.0,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0
372,ZNI,,,,1007.0,,,,,,,,,,,,2002.0,,,,,,,,956.0,,,296.0,,2756.0,,,,,,648.0,,,116.0,423.0,,55.0,,,,,,7779.0,,,,,,106.0,,,,,,,,,,,,,,36062.0,434.0,1870.0,94.0,,,,,,542.0,122.0,424.0,,,,7892.0,,,,15612.0,1752.0,761.0,559.0,,,188.0,2089.0,,7376.0,1738.0,2386.0,,534.0,,,,,,,,,,185.0,58.0,,1074.0,,,,,205.0,,,,,,,,,,,,,44.0,,,,,,,488.0,,,,,261.0,,,,160.0,,,,,,,,,,77.0,,,1548.0,,3663.0,150.0,,,1595.0,,106087.0
